tokens	absa1	absa2	absa3
['the', 'dancing', ' ', 'white', 'river', 'and', 'millennium', 'rolls', 'are', 'must']	1,8 FOOD#QUALITY 2 9,10		
['so', 'good']	-1,-1 RESTAURANT#GENERAL 2 1,2		
['i', 'can', 'eat', 'here', 'every', 'day', 'of', 'the', 'week', 'really', 'll', 'love', 'this', 'place', '   ']	13,14 RESTAURANT#GENERAL 2 11,12		
['gross', 'food', '–', 'now']	1,2 FOOD#QUALITY 0 0,1		
['i', 'ca', 'n', ' ', 't', 'remember', 'the', 'last', 'time', 'i', 'had', 'such', 'gross', 'food', 'in', 'new', 'york']	13,14 FOOD#QUALITY 0 12,13		
['and', ' ', '11', 'for', 'a', 'plate', 'of', 'bland', 'guacamole']	8,9 FOOD#QUALITY 0 7,8	8,9 FOOD#PRICES 0 7,8	
['do', 'n', ' ', 't', 'get', 'me', 'started', 'on', 'the', 'margaritas', ' ', 'either']	9,10 DRINKS#QUALITY 0 -1,-1		
['mine', 'tasted', 'like', 'the', 'bartender', 'had', 'forgotten', 'to', 'add', 'the', 'tutuila']	-1,-1 DRINKS#QUALITY 0 -1,-1		
['oh', ' ', 'and', 'i', 'never', 'write', 'reviews', '  ', 'i', 'just', 'was', 'so', 'moved', 'by', 'how', 'bad', 'this', 'place', 'was', ' ', 'i', 'felt', 'it', 'was', 'my', 'duty', 'to', 'spread', 'the', 'word']	18,19 RESTAURANT#GENERAL 0 16,17		
['great', 'indian', 'food']	1,3 FOOD#QUALITY 2 0,1		
['when', 'i', 'got', 'there', 'the', 'place', 'was', 'packed', 'but', 'they', 'made', 'sure', 'to', 'seat', 'me', 'quickly']	-1,-1 SERVICE#GENERAL 2 -1,-1		
['the', 'food', 'was', 'good', ' ', 'the', 'place', 'was', 'clean', 'and', 'unfordable']	1,2 FOOD#QUALITY 2 3,4	6,7 AMBIENCE#GENERAL 2 8,9	6,7 RESTAURANT#PRICES 2 10,11
['i', 'noticed', 'clot', 'of', 'indian', 'people', 'eating', 'there', 'which', 'is', 'a', 'great', 'sign', 'for', 'an', 'indian', 'place']	15,17 RESTAURANT#MISCELLANEOUS 2 11,12		
['this', 'is', 'one', 'of', 'my', 'favorite', 'spot', ' ', 'very', 'relaxing', 'the', 'food', 'is', 'great', 'all', 'the', 'times', ' ', 'celebrated', 'my', 'engagement', 'and', 'my', 'wedding', 'here', ' ', 'it', 'was', 'very', 'well', 'organized']	11,12 FOOD#QUALITY 2 13,14	-1,-1 RESTAURANT#GENERAL 2 5,6	-1,-1 AMBIENCE#GENERAL 2 9,10
['the', 'staff', 'is', 'very', 'good']	1,2 SERVICE#GENERAL 2 4,5		
['love', 'their', 'drink', 'menu']	2,4 DRINKS#STYLE_OPTIONS 2 0,1		
['nice', 'for', 'one', 'time', 'special', 'occasion']	-1,-1 RESTAURANT#MISCELLANEOUS 2 0,1		
['they', 'honored', 'reservation', 'on', 'sunday', 'afternoon', 'very', 'well']	-1,-1 SERVICE#GENERAL 2 7,8		
['we', 'were', 'offered', 'water', 'for', 'the', 'table', 'but', 'were', 'not', 'told', 'the', 'loss', 'bottles', 'of', 'water', 'were', ' ', '8', 'a', 'piece']	12,16 DRINKS#PRICES 0 -1,-1		
['food', 'was', 'ok']	0,1 FOOD#QUALITY 1 2,3		
['nice', 'view', 'of', 'river', 'and', 'ny']	1,6 LOCATION#GENERAL 2 0,1		
['i', 'come', 'here', 'enjoy', 'very', 'much', 'with', 'husband']	-1,-1 RESTAURANT#GENERAL 2 3,4		
['remind', 'me', 'of', 'home']	-1,-1 RESTAURANT#MISCELLANEOUS 2 -1,-1		
['great', 'service']	1,2 SERVICE#GENERAL 2 0,1		
['mmmmmmmmmmmmmmm', 'so', 'delicious']	-1,-1 FOOD#QUALITY 2 2,3		
['a', 'beautifully', 'designed', 'dreamy', 'egyptian', 'restaurant', 'that', 'gets', 'scene', 'at', 'night']	4,6 AMBIENCE#GENERAL 2 3,4	4,6 AMBIENCE#GENERAL 2 1,2	
['watch', 'the', 'talented', 'belly', 'dancers', 'as', 'you', 'enjoy', 'delicious', 'baby', 'ganoush', 'that', ' ', 's', 'more', 'lemon', 'than', 'smoke']	9,11 FOOD#QUALITY 2 7,9	3,5 AMBIENCE#GENERAL 2 2,3	
['oh', ' ', 'and', 'there', ' ', 's', 'hook']	6,7 AMBIENCE#GENERAL 2 -1,-1		
['raymond', 'the', 'bartender', 'rocks']	0,1 SERVICE#GENERAL 2 3,4		
['pacific', 'is', 'a', 'great', 'place', 'to', 'casually', 'hang', 'out']	0,1 RESTAURANT#MISCELLANEOUS 2 3,4		
['the', 'drinks', 'are', 'great', ' ', 'especially', 'when', 'made', 'by', 'raymond']	1,2 DRINKS#QUALITY 2 3,4	9,10 SERVICE#GENERAL 2 3,4	
['the', 'follette', 'for', 'branch', 'is', 'great', '  ']	1,4 FOOD#QUALITY 2 5,6		
['quacamole', 'at', 'pacific', 'is', 'mummy', ' ', 'as', 'are', 'the', 'wings', 'with', 'chimmichuri']	0,1 FOOD#QUALITY 2 4,5	9,12 FOOD#QUALITY 2 4,5	
['a', 'weakness', 'is', 'the', 'chicken', 'in', 'the', 'salad']	4,8 FOOD#QUALITY 0 1,2		
['it', ' ', 's', 'just', 'average', ' ', 'just', 'shrouded', ' ', 'no', 'reasoning', 'on', 'it']	-1,-1 FOOD#QUALITY 0 4,5		
['also', ' ', 'i', 'personally', 'was', 'n', ' ', 't', 'a', 'fan', 'of', 'the', 'portobello', 'and', 'asparagus', 'mole']	12,16 FOOD#QUALITY 0 9,10		
['overall', ' ', 'decent', 'food', 'at', 'a', 'good', 'price', ' ', 'with', 'friendly', 'people']	3,4 FOOD#QUALITY 2 2,3	11,12 SERVICE#GENERAL 2 10,11	
['best', 'indian', 'restaurant', 'in', 'the', 'city']	1,3 RESTAURANT#GENERAL 2 0,1		
['this', 'small', 'astoria', 'souvlaki', 'spot', 'makes', 'what', 'many', 'consider', 'the', 'best', 'gros', 'in', 'new', 'york']	11,12 FOOD#QUALITY 2 10,11		
['all', 'the', 'various', 'greek', 'and', 'chariot', 'dishes', 'are', 'excellent', ' ', 'but', 'the', 'go', 'is', 'the', 'reason', 'to', 'come', '  ', 'if', 'you', 'do', 'n', ' ', 't', 'eat', 'one', 'your', 'trip', 'was', 'wasted']	3,7 FOOD#QUALITY 2 8,9	12,13 FOOD#QUALITY 2 -1,-1	
['best', 'restaurant', 'in', 'brooklyn']	1,2 RESTAURANT#GENERAL 2 0,1		
['the', 'best']	-1,-1 RESTAURANT#GENERAL 2 1,2		
['great', 'food', ' ', 'amazing', 'service', ' ', 'this', 'place', 'is', 'a', 'class', 'act']	1,2 FOOD#QUALITY 2 0,1	4,5 SERVICE#GENERAL 2 3,4	7,8 RESTAURANT#GENERAL 2 10,12
['the', 'veal', 'was', 'incredible', 'last', 'night']	1,2 FOOD#QUALITY 2 3,4		
['fresh', ' ', 'mind', 'blowing', 'favors']	-1,-1 FOOD#QUALITY 2 0,1	-1,-1 FOOD#QUALITY 2 2,4	
['this', 'place', 'is', 'a', 'must', 'visit']	1,2 RESTAURANT#GENERAL 2 4,6		
['delicious', ' ', 'creative', 'and', 'fun']	-1,-1 FOOD#QUALITY 2 0,1	-1,-1 FOOD#STYLE_OPTIONS 2 2,3	-1,-1 FOOD#STYLE_OPTIONS 2 4,5
['got', 'a', 'date', ' ', 'go', 'here']	-1,-1 RESTAURANT#GENERAL 2 -1,-1		
['every', 'time', 'i', 'have', 'a', 'special', 'occasion', 'with', 'my', 'boyfriend', 'i', 'have', 'a', 'hard', 'time', 'going', 'anywhere', 'else']	-1,-1 RESTAURANT#MISCELLANEOUS 2 -1,-1		
['it', 'is', 'so', 'romantic']	-1,-1 AMBIENCE#GENERAL 2 3,4		
['its', 'dark', ' ', 'and', 'copy', '  ', 'there', 'is', 'always', 'jazz', 'music', 'playing', 'when', 'we', 'go']	-1,-1 AMBIENCE#GENERAL 2 4,7	-1,-1 AMBIENCE#GENERAL 2 1,2	
['most', 'of', 'the', 'booths', 'allow', 'you', 'to', 'sit', 'next', 'to', 'eachother', 'without', 'looking', 'like', ' ', 'that', ' ', 'couple']	3,4 AMBIENCE#GENERAL 2 -1,-1		
['the', 'food', 'is', 'all', 'shared', 'so', 'we', 'get', 'to', 'order', 'together', 'and', 'eat', 'together']	1,2 FOOD#STYLE_OPTIONS 2 4,5		
['i', ' ', 've', 'enjoyed', '99', ' ', 'of', 'the', 'dishes', 'we', ' ', 've', 'ordered', 'with', 'the', 'only', 'exceptions', 'being', 'the', 'occasional', 'too', ' ', 'authentic', ' ', 'for', ' ', 'me', 'dish', ' ', 'i', ' ', 'm', 'a', 'daring', 'later', 'but', 'not', 'that', 'daring', ' ']	8,9 FOOD#QUALITY 2 3,4	27,28 FOOD#QUALITY 0 20,27	
['once', 'you', 'try', 'it', 'for', 'a', 'special', 'occasion', 'beware', '  ', 'you', 'ca', 'n', ' ', 't', 'stop']	-1,-1 RESTAURANT#MISCELLANEOUS 2 -1,-1		
['you', ' ', 'll', 'be', 'there', 'for', 'every', 'anniversary', ' ', 'birthday', ' ', 'valentine', 'day', '  ']	-1,-1 RESTAURANT#MISCELLANEOUS 2 -1,-1		
['for', 'a', 'fabulous', 'wedding']	-1,-1 RESTAURANT#MISCELLANEOUS 2 2,3		
['service', 'was', 'wonderful']	0,1 SERVICE#GENERAL 2 2,3		
['everyone', 'was', 'cheerfully', 'cooperative', 'and', 'helpful']	-1,-1 SERVICE#GENERAL 2 2,4	-1,-1 SERVICE#GENERAL 2 5,6	
['paul', ' ', 'the', 'maitre', 'd', '  ', 'was', 'totally', 'professional', 'and', 'always', 'on', 'top', 'of', 'things']	0,1 SERVICE#GENERAL 2 9,10		
['thank', 'you', 'everyone', 'at', 'water', ' ', 's', 'edge']	4,8 RESTAURANT#GENERAL 2 -1,-1		
['would', 'not', 'go', 'back']	-1,-1 RESTAURANT#GENERAL 0 -1,-1		
['service', 'ok', 'but', 'unfriendly', ' ', 'filthy', 'bathroom']	0,1 SERVICE#GENERAL 0 1,2	0,1 SERVICE#GENERAL 0 3,4	6,7 AMBIENCE#GENERAL 0 5,6
['the', 'bar', 'drinks', 'were', 'eh', ' ', 'ok', 'to', 'say', 'the', 'least']	1,3 DRINKS#QUALITY 0 6,7		
['the', 'stuff', 'filaria', 'was', 'horrid', '   ', 'tasted', 'like', 'cardboard']	1,3 FOOD#QUALITY 0 4,5		
['we', 'thought', 'the', 'dessert', 'would', 'be', 'better', ' ', 'wrong']	3,4 FOOD#QUALITY 0 -1,-1		
[' ', '170', 'down', 'the', 'toilet', '  ']	-1,-1 RESTAURANT#GENERAL 0 -1,-1	-1,-1 RESTAURANT#PRICES 0 -1,-1	
['oh', 'speaking', 'of', 'bathroom', ' ', 'the', 'men', 'bathroom', 'was', 'disgusting']	6,8 AMBIENCE#GENERAL 0 9,10		
['the', 'floor', 'was', 'wet', ' ', 'the', 'trash', 'can', 'filled', 'with', 'hand', 'towels', 'n', 'all', 'over', 'the', 'floor', ' ', 'no', 'soap', ' ', 'and', 'no', 'hand', 'towels', 'left']	-1,-1 AMBIENCE#GENERAL 0 -1,-1		
['good', 'experience']	-1,-1 RESTAURANT#GENERAL 2 0,1		
['the', 'wine', 'list', 'was', 'extensive', ' ', 'though', 'the', 'staff', 'did', 'not', 'seem', 'knowledgeable', 'about', 'wine', 'paring']	1,3 DRINKS#STYLE_OPTIONS 2 4,5	8,9 SERVICE#GENERAL 0 10,13	
['however', ' ', 'our', 'main', 'course', 'was', 'wonderful']	3,5 FOOD#QUALITY 2 6,7		
['i', 'had', 'fish', 'and', 'my', 'husband', 'had', 'the', 'file', ' ', 'both', 'of', 'which', 'exceeded', 'our', 'expectations']	2,3 FOOD#QUALITY 2 13,16	8,9 FOOD#QUALITY 2 13,16	
['the', 'dessert', ' ', 'we', 'had', 'a', 'pear', 'tore', ' ', 'was', 'good', ' ', 'but', ' ', 'once', 'again', ' ', 'the', 'staff', 'was', 'unable', 'to', 'provide', 'appropriate', 'drink', 'suggestions']	6,8 FOOD#QUALITY 2 10,11	18,19 SERVICE#GENERAL 0 20,23	
['when', 'we', 'inquired', 'about', 'ports', ' ', 'the', 'witness', 'listed', 'off', 'several', 'but', 'did', 'not', 'know', 'taste', 'variations', 'or', 'cost']	7,8 SERVICE#GENERAL 0 -1,-1		
['all', 'in', 'all', ' ', 'i', 'would', 'return', ' ', 'as', 'it', 'was', 'a', 'beautiful', 'restaurant', ' ', 'but', 'i', 'hope', 'the', 'staff', 'pays', 'more', 'attention', 'to', 'the', 'little', 'details', 'in', 'the', 'future']	13,14 RESTAURANT#GENERAL 2 12,13	13,14 AMBIENCE#GENERAL 2 12,13	19,20 SERVICE#GENERAL 0 -1,-1
['the', 'both', 'are', 'not', 'as', 'small', 'as', 'some', 'of', 'the', 'reviews', 'make', 'them', 'out', 'to', 'look', 'they', ' ', 're', 'perfect', 'for', '2', 'people']	1,2 AMBIENCE#GENERAL 2 3,6	1,2 AMBIENCE#GENERAL 2 19,20	
['over', 'all', 'the', 'looks', 'of', 'the', 'place', 'exceeds', 'the', 'actual', 'meals']	3,4 AMBIENCE#GENERAL 2 7,8	10,11 FOOD#QUALITY 0 -1,-1	
['so', 'what', 'you', 'really', 'end', 'up', 'paying', 'for', 'is', 'the', 'restaurant', 'not', 'the', 'food']	10,11 RESTAURANT#PRICES 0 -1,-1	10,11 AMBIENCE#GENERAL 1 -1,-1	13,14 FOOD#QUALITY 0 -1,-1
['will', 'probe', ' ', 'not', 'return', 'but', 'it', 'is', 'a', 'great', 'dining', 'experience', 'to', 'try', 'at', 'least', 'once']	-1,-1 RESTAURANT#GENERAL 0 -1,-1	-1,-1 RESTAURANT#GENERAL 2 9,10	
['noble', 'pudding', 'is', 'exactly', 'the', 'type', 'of', 'service', 'and', 'food', 'i', 'enjoy']	7,8 SERVICE#GENERAL 2 11,12	9,10 FOOD#QUALITY 2 11,12	
['serves', 'are', 'all', 'different', ' ', 'grew', 'is', 'my', 'favorite']	5,6 SERVICE#GENERAL 2 8,9		
['sometimes', 'tables', 'do', 'n', ' ', 't', 'understand', 'his', 'sense', 'of', 'humor', 'but', 'it', ' ', 's', 'refreshing', 'to', 'have', 'a', 'server', 'who', 'has', 'personality', ' ', 'professionalism', ' ', 'and', 'respects', 'the', 'privacy', 'of', 'your', 'dinner']	19,20 SERVICE#GENERAL 2 -1,-1		
['this', 'is', 'the', 'first', 'place', 'i', ' ', 've', 'been', 'that', 'a', 'runner', 'remembers', 'my', 'order', '   ', 'hope', 'he', 'likes', 'his', 'job', 'because', 'i', 'have', 'half', 'a', 'mind', 'to', 'steal', 'him', 'for', 'my', 'restaurant']	11,12 SERVICE#GENERAL 2 -1,-1		
['prices', 'are', 'fair', 'across', 'the', 'board', 'for', 'both', 'food', 'and', 'be']	8,9 FOOD#PRICES 2 2,3	10,11 DRINKS#PRICES 2 2,3	
['i', 'go', 'out', 'to', 'eat', 'and', 'like', 'my', 'courses', ' ', 'serves', 'are', 'patient', 'and', 'never', 'rush', 'courses', 'or', 'force', 'another', 'drink']	10,11 SERVICE#GENERAL 2 12,13		
['this', 'place', 'had', 'all', 'the', 'trimming', 'and', 'i', 'mean', 'all']	5,6 FOOD#STYLE_OPTIONS 2 -1,-1		
['pepper', ' ', 'onions', ' ', 'relish', ' ', 'chill', ' ', 'cheese', ' ', 'you', 'name', 'it']	-1,-1 FOOD#STYLE_OPTIONS 2 -1,-1		
['amazing', 'fun', 'for', 'hot', 'dog', 'lovers', 'of', 'all', 'ages', 'please', 'do', 'yourself', 'a', 'favor', 'and', 'check', 'this', 'place', 'out', '   ']	3,5 FOOD#QUALITY 2 0,2	17,18 RESTAURANT#GENERAL 2 -1,-1	
['best', 'dining', 'experience', 'in', 'the', 'west', 'village']	-1,-1 RESTAURANT#GENERAL 2 0,1		
['stepping', 'into', 'case', 'la', 'femme', 'last', 'night', 'was', 'a', 'true', 'experience', 'unlike', 'any', 'other', 'in', 'new', 'york']	2,5 RESTAURANT#GENERAL 2 9,10		
['the', 'have', 'a', 'great', 'cocktail', 'with', 'cities', 'vodka', 'and', 'lemon', 'and', 'lime', 'juice', 'and', 'mint', 'leaves', 'that', 'is', 'to', 'die', 'for']	4,16 DRINKS#QUALITY 2 3,4		
['we', 'were', 'drawn', 'into', 'the', 'belly', 'dancing', 'show', 'that', 'captivated', 'the', 'crowd']	5,8 AMBIENCE#GENERAL 2 9,10		
['i', 'never', 'write', 'on', 'these', 'sites', 'but', 'this', 'restaurant', 'is', 'def', 'worth', 'commending']	8,9 RESTAURANT#GENERAL 2 11,12		
['maggot', 'in', 'the', 'food']	3,4 FOOD#QUALITY 0 -1,-1		
['the', 'menu', 'looked', 'great', ' ', 'and', 'the', 'waiter', 'was', 'very', 'nice', ' ', 'but', 'when', 'the', 'food', 'came', ' ', 'it', 'was', 'average']	1,2 FOOD#STYLE_OPTIONS 2 3,4	7,8 SERVICE#GENERAL 2 10,11	15,16 FOOD#QUALITY 1 20,21
['nevertheless', ' ', 'i', 'finished', 'my', 'plate', ' ', 'and', 'that', ' ', 's', 'when', 'i', 'found', 'a', 'maggot', 'in', 'mushroom', 'sauce', 'at', 'the', 'bottom']	17,19 FOOD#QUALITY 0 -1,-1		
['i', 'showed', 'it', 'to', 'the', 'manager', ' ', 'and', 'he', 'smilingly', 'apologized', 'and', 'brought', 'us', 'two', 'free', 'deserts', ' ', 'but', 'did', 'not', 'ask', 'us', 'what', 'we', 'wanted', 'and', 'so', 'brought', 'the', 'last', 'two', 'deserts', 'we', 'would', 'have', 'asked', 'for', ' ']	5,6 SERVICE#GENERAL 0 -1,-1	5,6 SERVICE#GENERAL 2 -1,-1	
['the', 'manager', 'finally', 'said', 'he', 'would', 'com', '  ', 'p', 'the', 'two', 'glasses', 'of', 'wine', ' ', 'which', 'cost', 'less', 'than', 'the', 'food', '  ', 'and', 'made', 'it', 'seem', 'like', 'a', 'big', 'concession']	1,2 SERVICE#GENERAL 0 -1,-1		
['we', 'paid', 'and', 'left', 'because', 'we', 'did', 'n', ' ', 't', 'feel', 'like', 'arguing', 'any', 'more']	-1,-1 SERVICE#GENERAL 0 -1,-1		
['i', 'have', 'worked', 'in', 'restaurant', 'and', 'cook', 'a', 'lot', ' ', 'and', 'there', 'is', 'no', 'way', 'a', 'maggot', 'should', 'be', 'able', 'to', 'get', 'into', 'well', 'prepared', 'food']	25,26 FOOD#QUALITY 0 23,25		
['for', 'a', 'restaurant', 'with', 'such', 'a', 'good', 'reputation', 'and', 'that', 'is', 'usually', 'so', 'packed', ' ', 'there', 'was', 'no', 'reason', 'for', 'such', 'a', 'lack', 'of', 'intelligent', 'customer', 'service']	2,3 RESTAURANT#MISCELLANEOUS 2 6,8	25,27 SERVICE#GENERAL 0 24,25	
['hygienic']	-1,-1 FOOD#QUALITY 0 0,1		
['i', 'do', 'not', 'recommend']	-1,-1 RESTAURANT#GENERAL 0 2,4		
['i', 'got', 'hair', 'in', 'my', 'food', '2', 'times', 'of', 'then']	5,6 FOOD#QUALITY 0 -1,-1		
['great', 'place', ' ', 'great', 'value']	1,2 RESTAURANT#GENERAL 2 0,1	1,2 RESTAURANT#PRICES 2 3,4	
['the', 'food', 'is', 'flavorful', ' ', 'plentiful', 'and', 'reasonably', 'prices']	1,2 FOOD#QUALITY 2 3,4	1,2 FOOD#STYLE_OPTIONS 2 5,6	1,2 FOOD#PRICES 2 7,8
['the', 'atmosphere', 'is', 'relaxed', 'and', 'casual']	1,2 AMBIENCE#GENERAL 2 3,4	1,2 AMBIENCE#GENERAL 2 5,6	
['it', ' ', 's', 'a', 'great', 'place', 'to', 'order', 'from', 'or', 'sit', ' ', 'in']	5,6 RESTAURANT#MISCELLANEOUS 2 4,5		
['awesome']	-1,-1 RESTAURANT#GENERAL 2 0,1		
['expensive', ' ', 'assuming', ' ', 'great', 'time']	-1,-1 RESTAURANT#PRICES 2 0,1	-1,-1 AMBIENCE#GENERAL 2 2,3	-1,-1 RESTAURANT#GENERAL 2 4,5
['such', 'experience', 'was', 'unbelievable', 'with', 'my', 'fiance']	0,1 FOOD#QUALITY 2 3,4		
['try', 'it']	-1,-1 RESTAURANT#GENERAL 2 -1,-1		
['very', 'pleased']	-1,-1 RESTAURANT#GENERAL 2 1,2		
['good', 'creative', 'rolls']	2,3 FOOD#QUALITY 2 0,1	2,3 FOOD#STYLE_OPTIONS 2 1,2	
['tomato', 'is', 'an', 'excellent', 'place', 'to', 'go', 'if', 'your', 'not', 'into', 'sashimi', ' ', 'or', 'if', 'you', 'have', 'friends', 'who', 'doesn', 'like', 'such', 'much']	0,1 RESTAURANT#MISCELLANEOUS 2 3,4		
['they', 'have', 'great', 'rolls', ' ', 'the', 'triple', 'color', 'and', 'norwegetan', 'rolls', ' ', 'are', 'awesome', 'and', 'filling']	3,4 FOOD#QUALITY 2 2,3	6,11 FOOD#QUALITY 2 13,14	6,11 FOOD#STYLE_OPTIONS 2 15,16
['one', 'special', 'roll', 'and', 'one', 'regular', 'roll', 'is', 'enough', 'to', 'fill', 'you', 'up', ' ', 'but', 'save', 'room', 'for', 'dessert']	18,19 FOOD#QUALITY 2 15,17	1,3 FOOD#STYLE_OPTIONS 2 8,9	5,7 FOOD#STYLE_OPTIONS 2 8,9
['they', 'have', 'a', 'delicious', 'banana', 'chocolate', 'dessert', ' ', 'as', 'well', 'as', 'a', 'great', 'green', 'tea', 'temper']	4,7 FOOD#QUALITY 2 3,4	13,16 FOOD#QUALITY 2 12,13	
['the', 'appetizers', 'are', 'also', 'delicious']	1,2 FOOD#QUALITY 2 4,5		
['making', 'interior']	1,2 AMBIENCE#GENERAL 0 0,1		
['great', 'food']	1,2 FOOD#QUALITY 2 0,1		
['i', ' ', 've', 'had', 'my', 'fair', 'share', 'of', 'modern', 'japanese', 'and', 'this', 'spot', 'delivers']	8,10 FOOD#QUALITY 2 13,14		
['the', 'atmosphere', 'was', 'pretty', 'nice', 'but', 'had', 'a', 'bit', 'lacking', ' ', 'which', 'it', 'tries', 'to', 'make', 'up', 'for', 'with', 'a', 'crazy', 'scheme', 'of', 'mirrors']	1,2 AMBIENCE#GENERAL 2 4,5	1,2 AMBIENCE#GENERAL 0 9,10	21,24 AMBIENCE#GENERAL 0 20,21
['if', 'you', ' ', 're', 'into', 'being', 'lost', 'when', 'you', ' ', 're', 'just', 'five', 'feet', 'from', 'your', 'table', 'then', 'hey', ' ', 'that', ' ', 's', 'a', 'good', 'thing']	-1,-1 AMBIENCE#GENERAL 0 -1,-1		
['despite', 'the', 'confusing', 'mirrors', 'this', 'will', 'likely', 'be', 'my', 'go', ' ', 'to', 'for', 'modern', 'japanese', 'food', 'for', 'the', 'foreseeable', 'future']	13,16 FOOD#QUALITY 2 9,13	3,4 AMBIENCE#GENERAL 0 2,3	
['into', 'chinese', 'food', ' ', 'pretty', 'good', '  ']	0,3 FOOD#QUALITY 2 5,6		
