text_column	other_column1	other_column2	other_column3	corrected_text	cleaned_text	tokens
its a little out of the way if you do n ' t live in the neighborhood , but definitely worth the trip from wherever you are .	-1,-1 LOCATION#GENERAL 0 -1,-1	-1,-1 RESTAURANT#GENERAL 2 20,21		its a little out of the way if you do n ' t live in the neighborhood , but definitely worth the trip from wherever you are .	its a little out of the way if you do n  t live in the neighborhood  but definitely worth the trip from wherever you are 	['its', 'a', 'little', 'out', 'of', 'the', 'way', 'if', 'you', 'do', 'n', 't', 'live', 'in', 'the', 'neighborhood', 'but', 'definitely', 'worth', 'the', 'trip', 'from', 'wherever', 'you', 'are']
consistently good japanese tapas .	2,4 FOOD#QUALITY 2 1,2			consistently good japanese taras .	consistently good japanese taras 	['consistently', 'good', 'japanese', 'taras']
always good drinks and service is pretty good ;	2,3 DRINKS#QUALITY 2 1,2	4,5 SERVICE#GENERAL 2 7,8		always good drinks and service is pretty good ;	always good drinks and service is pretty good 	['always', 'good', 'drinks', 'and', 'service', 'is', 'pretty', 'good']
atmosphere is nice and relaxed too . . .	0,1 AMBIENCE#GENERAL 2 2,3	0,1 AMBIENCE#GENERAL 2 4,5		atmosphere is nice and relaxed too . . .	atmosphere is nice and relaxed too   	['atmosphere', 'is', 'nice', 'and', 'relaxed', 'too']
a great place to meet up for some food and drinks . . .	2,3 RESTAURANT#MISCELLANEOUS 2 1,2			a great place to meet up for some food and drinks . . .	a great place to meet up for some food and drinks   	['a', 'great', 'place', 'to', 'meet', 'up', 'for', 'some', 'food', 'and', 'drinks']
yakitori ( bbq meats ) is tasty too .	0,5 FOOD#QUALITY 2 6,7			yakitori ( by meats ) is taste too .	yakitori  by meats  is taste too 	['yakitori', 'by', 'meats', 'is', 'taste', 'too']
if you do n ' t mind pre - sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .	12,13 FOOD#QUALITY 0 10,12	15,16 SERVICE#GENERAL 0 14,15	18,20 RESTAURANT#MISCELLANEOUS 0 25,26	if you do n ' t mind pre - slice low quality fish , unfriendly staff and a such chef that looks like he is miserable then this is your place .	if you do n  t mind pre  slice low quality fish  unfriendly staff and a such chef that looks like he is miserable then this is your place 	['if', 'you', 'do', 'n', 't', 'mind', 'pre', 'slice', 'low', 'quality', 'fish', 'unfriendly', 'staff', 'and', 'a', 'such', 'chef', 'that', 'looks', 'like', 'he', 'is', 'miserable', 'then', 'this', 'is', 'your', 'place']
price and quality of fish alone will keep us from making a return visit .	-1,-1 RESTAURANT#GENERAL 0 -1,-1	4,5 FOOD#PRICES 0 -1,-1	4,5 FOOD#QUALITY 0 -1,-1	price and quality of fish alone will keep us from making a return visit .	price and quality of fish alone will keep us from making a return visit 	['price', 'and', 'quality', 'of', 'fish', 'alone', 'will', 'keep', 'us', 'from', 'making', 'a', 'return', 'visit']
was n ' t going to share but i feel obligated . . . while sitting at the sushi bar dining we watched the chef accidentally drop a piece of unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing .	24,25 FOOD#QUALITY 0 -1,-1			was n ' t going to share but i feel obliged . . . while sitting at the such bar dining we watched the chef accidentally drop a piece of usage on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing .	was n  t going to share but i feel obliged    while sitting at the such bar dining we watched the chef accidentally drop a piece of usage on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing 	['was', 'n', 't', 'going', 'to', 'share', 'but', 'i', 'feel', 'obliged', 'while', 'sitting', 'at', 'the', 'such', 'bar', 'dining', 'we', 'watched', 'the', 'chef', 'accidentally', 'drop', 'a', 'piece', 'of', 'usage', 'on', 'the', 'floor', 'and', 'upon', 'retrieving', 'it', 'from', 'the', 'floor', 'proceed', 'to', 'use', 'the', 'piece', 'in', 'the', 'delivery', 'order', 'he', 'was', 'preparing']
no thanks ! ! !	-1,-1 RESTAURANT#GENERAL 0 -1,-1			no thanks ! ! !	no thanks   	['no', 'thanks']
this place , which is only a few months old , is perhaps queens ' biggest secret !	1,2 RESTAURANT#GENERAL 2 -1,-1			this place , which is only a few months old , is perhaps queens ' biggest secret !	this place  which is only a few months old  is perhaps queens  biggest secret 	['this', 'place', 'which', 'is', 'only', 'a', 'few', 'months', 'old', 'is', 'perhaps', 'queens', 'biggest', 'secret']
we were seated outside and the waiter spilled red wine and hot tea on myself and my date .	6,7 SERVICE#GENERAL 0 -1,-1			we were seated outside and the waiter spilled red wine and hot tea on myself and my date .	we were seated outside and the waiter spilled red wine and hot tea on myself and my date 	['we', 'were', 'seated', 'outside', 'and', 'the', 'waiter', 'spilled', 'red', 'wine', 'and', 'hot', 'tea', 'on', 'myself', 'and', 'my', 'date']
we were then shooed inside .	-1,-1 SERVICE#GENERAL 0 3,4			we were then showed inside .	we were then showed inside 	['we', 'were', 'then', 'showed', 'inside']
one would think we ' d get an apology or complimentary drinks - instead , we got a snobby waiter would n ' t even take our order for 15 minutes and gave us lip when we asked him to do so .	19,20 SERVICE#GENERAL 0 18,19			one would think we ' d get an apology or complimentary drinks - instead , we got a shabby waiter would n ' t even take our order for 15 minutes and gave us lip when we asked him to do so .	one would think we  d get an apology or complimentary drinks  instead  we got a shabby waiter would n  t even take our order for 15 minutes and gave us lip when we asked him to do so 	['one', 'would', 'think', 'we', 'd', 'get', 'an', 'apology', 'or', 'complimentary', 'drinks', 'instead', 'we', 'got', 'a', 'shabby', 'waiter', 'would', 'n', 't', 'even', 'take', 'our', 'order', 'for', '15', 'minutes', 'and', 'gave', 'us', 'lip', 'when', 'we', 'asked', 'him', 'to', 'do', 'so']
we left , never to return .	-1,-1 RESTAURANT#GENERAL 0 -1,-1			we left , never to return .	we left  never to return 	['we', 'left', 'never', 'to', 'return']
i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side .	19,20 SERVICE#GENERAL 0 16,17	24,25 FOOD#PRICES 0 30,31	24,25 FOOD#QUALITY 0 26,27	i am relatively new to the area and tried pick a be on and and was disappointed with the service and i thought the food was operated and on the prices side .	i am relatively new to the area and tried pick a be on and and was disappointed with the service and i thought the food was operated and on the prices side 	['i', 'am', 'relatively', 'new', 'to', 'the', 'area', 'and', 'tried', 'pick', 'a', 'be', 'on', 'and', 'and', 'was', 'disappointed', 'with', 'the', 'service', 'and', 'i', 'thought', 'the', 'food', 'was', 'operated', 'and', 'on', 'the', 'prices', 'side']
baluchi ' s has solid food and a nice decor at reasonable prices .	0,3 RESTAURANT#PRICES 2 11,12	5,6 FOOD#QUALITY 2 4,5	9,10 AMBIENCE#GENERAL 2 8,9	baluchi ' s has solid food and a nice door at reasonable prices .	baluchi  s has solid food and a nice door at reasonable prices 	['baluchi', 's', 'has', 'solid', 'food', 'and', 'a', 'nice', 'door', 'at', 'reasonable', 'prices']
the only problem is that the manager is a complete incompetent .	6,7 SERVICE#GENERAL 0 10,11			the only problem is that the manager is a complete incompetent .	the only problem is that the manager is a complete incompetent 	['the', 'only', 'problem', 'is', 'that', 'the', 'manager', 'is', 'a', 'complete', 'incompetent']
he offers subpar service and has no personality .	3,4 SERVICE#GENERAL 0 2,3			he offers supper service and has no personality .	he offers supper service and has no personality 	['he', 'offers', 'supper', 'service', 'and', 'has', 'no', 'personality']
in fact , it appears he is going to go postal at any moment .	-1,-1 SERVICE#GENERAL 0 -1,-1			in fact , it appears he is going to go postal at any moment .	in fact  it appears he is going to go postal at any moment 	['in', 'fact', 'it', 'appears', 'he', 'is', 'going', 'to', 'go', 'postal', 'at', 'any', 'moment']
there is no excuse for such lousy service !	7,8 SERVICE#GENERAL 0 6,7			there is no excuse for such louse service !	there is no excuse for such louse service 	['there', 'is', 'no', 'excuse', 'for', 'such', 'louse', 'service']
i have never before eaten 40 pieces of relatively good nigiri .	10,11 FOOD#QUALITY 1 9,10			i have never before eaten 40 pieces of relatively good nigiri .	i have never before eaten 40 pieces of relatively good nigiri 	['i', 'have', 'never', 'before', 'eaten', '40', 'pieces', 'of', 'relatively', 'good', 'nigiri']
you can do it here .	-1,-1 FOOD#STYLE_OPTIONS 2 -1,-1			you can do it here .	you can do it here 	['you', 'can', 'do', 'it', 'here']
$ 20 for all you can eat sushi can not be beaten .	3,8 FOOD#PRICES 2 11,12			$ 20 for all you can eat such can not be beaten .	 20 for all you can eat such can not be beaten 	['20', 'for', 'all', 'you', 'can', 'eat', 'such', 'can', 'not', 'be', 'beaten']
i went to areo on a sunday afternoon with four of my girlfriends , and spent three enjoyable hours there .	3,4 RESTAURANT#GENERAL 2 17,18			i went to are on a sunday afternoon with four of my girlfriend , and spent three enjoyable hours there .	i went to are on a sunday afternoon with four of my girlfriend  and spent three enjoyable hours there 	['i', 'went', 'to', 'are', 'on', 'a', 'sunday', 'afternoon', 'with', 'four', 'of', 'my', 'girlfriend', 'and', 'spent', 'three', 'enjoyable', 'hours', 'there']
most of the servers are very attentive , friendly and quite attractive .	3,4 SERVICE#GENERAL 2 6,7	3,4 SERVICE#GENERAL 2 8,9	3,4 SERVICE#GENERAL 2 11,12	most of the serves are very attentive , friendly and quite attractive .	most of the serves are very attentive  friendly and quite attractive 	['most', 'of', 'the', 'serves', 'are', 'very', 'attentive', 'friendly', 'and', 'quite', 'attractive']
food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went .	0,1 FOOD#QUALITY 2 2,3	5,12 LOCATION#GENERAL 2 13,14		food was good and the view of the new york city skyline was terrific even on a foggy rainy day like that of when i went .	food was good and the view of the new york city skyline was terrific even on a foggy rainy day like that of when i went 	['food', 'was', 'good', 'and', 'the', 'view', 'of', 'the', 'new', 'york', 'city', 'skyline', 'was', 'terrific', 'even', 'on', 'a', 'foggy', 'rainy', 'day', 'like', 'that', 'of', 'when', 'i', 'went']
i would highly recommand requesting a table by the window .	6,10 LOCATION#GENERAL 2 3,4			i would highly recommend requesting a table by the window .	i would highly recommend requesting a table by the window 	['i', 'would', 'highly', 'recommend', 'requesting', 'a', 'table', 'by', 'the', 'window']
although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .	14,15 SERVICE#GENERAL 2 16,17	22,23 AMBIENCE#GENERAL 2 20,21		although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .	although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat 	['although', 'they', 'do', 'the', 'typical', 'what', 'kind', 'of', 'water', 'would', 'you', 'like', 'questions', 'the', 'service', 'was', 'good', 'and', 'overall', 'very', 'relaxing', 'to', 'place', 'to', 'eat']
personal pans are the perfect size for those hungry nights .	0,2 FOOD#STYLE_OPTIONS 2 4,5			personal pans are the perfect size for those hungry nights .	personal pans are the perfect size for those hungry nights 	['personal', 'pans', 'are', 'the', 'perfect', 'size', 'for', 'those', 'hungry', 'nights']
i heartily recommend .	-1,-1 RESTAURANT#GENERAL 2 2,3			i heartily recommend .	i heartily recommend 	['i', 'heartily', 'recommend']
there is a downside if you ' re ordering in - - the delivery guys have major attitude .	13,15 SERVICE#GENERAL 0 3,4			there is a downside if you ' re ordering in - - the delivery guns have major attitude .	there is a downside if you  re ordering in   the delivery guns have major attitude 	['there', 'is', 'a', 'downside', 'if', 'you', 're', 'ordering', 'in', 'the', 'delivery', 'guns', 'have', 'major', 'attitude']
never have i had such dramatic delivery guys ( a lot of huffing and panting and muttering under breath b / c i live in a walkup ) who always seem disappointed with their tips .	6,8 SERVICE#GENERAL 0 5,6			never have i had such dramatic delivery guns ( a lot of puffing and panting and muttering under breath b / c i live in a walked ) who always seem disappointed with their tips .	never have i had such dramatic delivery guns  a lot of puffing and panting and muttering under breath b  c i live in a walked  who always seem disappointed with their tips 	['never', 'have', 'i', 'had', 'such', 'dramatic', 'delivery', 'guns', 'a', 'lot', 'of', 'puffing', 'and', 'panting', 'and', 'muttering', 'under', 'breath', 'b', 'c', 'i', 'live', 'in', 'a', 'walked', 'who', 'always', 'seem', 'disappointed', 'with', 'their', 'tips']
love the scene first off - the place has a character and nice light to it . . very fortunate , location wise .	2,3 AMBIENCE#GENERAL 2 0,1	7,8 AMBIENCE#GENERAL 2 12,13	21,22 LOCATION#GENERAL 2 19,20	love the scene first off - the place has a character and nice light to it . . very fortunate , location wise .	love the scene first off  the place has a character and nice light to it   very fortunate  location wise 	['love', 'the', 'scene', 'first', 'off', 'the', 'place', 'has', 'a', 'character', 'and', 'nice', 'light', 'to', 'it', 'very', 'fortunate', 'location', 'wise']
the pizza was pretty good and huge .	1,2 FOOD#QUALITY 2 4,5	1,2 FOOD#STYLE_OPTIONS 2 6,7		the penza was pretty good and huge .	the penza was pretty good and huge 	['the', 'penza', 'was', 'pretty', 'good', 'and', 'huge']
the price very reasonable .	-1,-1 RESTAURANT#PRICES 2 3,4			the price very reasonable .	the price very reasonable 	['the', 'price', 'very', 'reasonable']
we were 4 and got the family size penne a la vodka which was tremendously gigantic portion . . . a bucket of food literally .	8,12 FOOD#STYLE_OPTIONS 2 15,16			we were 4 and got the family size penn a la vodka which was tremendous gigantic portion . . . a bucket of food literally .	we were 4 and got the family size penn a la vodka which was tremendous gigantic portion    a bucket of food literally 	['we', 'were', '4', 'and', 'got', 'the', 'family', 'size', 'penn', 'a', 'la', 'vodka', 'which', 'was', 'tremendous', 'gigantic', 'portion', 'a', 'bucket', 'of', 'food', 'literally']
i would say that all was fine and tasty but the heaviness on my stomach someting that i ca n ' t not mention or undermine .	-1,-1 FOOD#QUALITY 0 11,12			i would say that all was fine and taste but the heaviness on my stomach something that i ca n ' t not mention or undermine .	i would say that all was fine and taste but the heaviness on my stomach something that i ca n  t not mention or undermine 	['i', 'would', 'say', 'that', 'all', 'was', 'fine', 'and', 'taste', 'but', 'the', 'heaviness', 'on', 'my', 'stomach', 'something', 'that', 'i', 'ca', 'n', 't', 'not', 'mention', 'or', 'undermine']
